"detailedSheetLink href","ad-overview-details__ad-title","ad-overview-details__address-title","ad-price__the-price","ad-price__price-per-square-meter","importDescriptionDecorator"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/nestenn-1-99939419373?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 2 pièces 37 m²","83000 Toulon (Pont du Las)","85 000 €","2 291 €/m²","04.94.22.24.40"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/immo-facile-59969537?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 3 pièces 67 m²","83000 Toulon (Haute-ville)","178 000 €","2 657 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag743447-511527677?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 3 pièces 59 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","198 000 €","3 186 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-2000340?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Maison 4 pièces 79 m²","83100 Toulon (Darboussèdes)","319 000 €","4 038 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royal-immo-31128?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 3 pièces 53 m²","83000 Toulon (Le Port)","175 000 €","3 302 €/m²","0621837824"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-mourillon-390061?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 2 pièces 38 m²","83200 Toulon (Pont du Las)","129 000 €","3 395 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/apimo-86476477?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 2 pièces 40 m²","83000 Toulon (Saint-Roch)","90 000 €","2 250 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/apimo-86488522?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 2 pièces 60 m²","83000 Toulon (Porte d'Italie)","169 000 €","2 808 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-centreville-389853?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 2 pièces 68 m²","83000 Toulon (Pont du Las)","119 000 €","1 750 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-mourillon-389531?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 4 pièces 68 m²","83000 Toulon (Aguillon)","169 000 €","2 504 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1590360?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 3 pièces 53 m²","83000 Toulon (Porte d'Italie)","197 000 €","3 717 €/m²","0612568898"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/nestenn-1-99939399812?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D14","Appartement 3 pièces 57 m²","83000 Toulon (Champs-de-Mars)","135 000 €","2 368 €/m²","04.94.22.24.40"
"https://www.bienici.com/annonce/vente/toulon/maison/8pieces/nestenn-1-99939438591?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Maison 8 pièces 200 m²","83200 Toulon (Corniche du Faron)","1 150 000 €","5 750 €/m²","04.94.62.44.24"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag835636-515812253?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 3 pièces 76 m²","83000 Toulon (Pont du Las)","159 900 €","2 104 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/immo-facile-60117013?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Maison 6 pièces 140 m²","83000 Toulon (Aguillon)","885 000 €","6 321 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-royalimmolavaletteduvar-31269?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 2 pièces 22 m²","83100 Toulon (La Palasse)","125 000 €","5 682 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/hektor-sixfours-390520?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 5 pièces 119 m²","83000 Toulon (Centre-ville)","320 000 €","2 689 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag311656-515521838?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 2 pièces 32 m²","83200 Toulon (Barbès)","80 000 €","2 500 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/adapt-immo-75008153139?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 3 pièces 67 m²","83000 Toulon (La Palasse)","146 000 €","2 179 €/m²","06 11 56 67 11"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag832778-515470727?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 2 pièces 47 m²","83000 Toulon (Haute-ville)","167 000 €","3 553 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/ag340369-515345597?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 3 pièces 72 m²","83000 Toulon (Champs-de-Mars)","169 000 €","2 347 €/m²","06 88 22 62 61"
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-IMMOBILIERE-DU-CAP-BRUN-113781?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 2 pièces 64 m²","83000 Toulon (Saint-Roch)","120 000 €","1 877 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/5pieces/immo-facile-60031206?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Maison 5 pièces 142 m²","83000 Toulon (Les Ameniers)","665 000 €","4 683 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/ag440414-514829675?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 2 pièces 45 m²","83200 Toulon (Les Quatre Chemins)","159 000 €","3 533 €/m²","06 13 58 31 17"
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/apimo-86759449?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 4 pièces 82 m²","83000 Toulon (Le Mourillon - La Mitre - Fort Lamalgue)","432 000 €","5 245 €/m²","04 94 24 22 22"
"https://www.bienici.com/annonce/vente/toulon/appartement/5pieces/century-21-202_2305_3557?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 5 pièces 85 m²","83000 Toulon (Saint-Roch)","210 000 €","2 471 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/safti-1-1602266?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 3 pièces 74 m²","83000 Toulon (Porte d'Italie)","160 000 €","2 162 €/m²","06 19 45 76 35"
"https://www.bienici.com/annonce/vente/toulon/appartement/11pieces/hektor-centreville-390407?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 11 pièces 305 m²","83000 Toulon (Place d'Armes)","750 000 €","2 344 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-atlasimmobilier-390481?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 3 pièces 56 m²","83200 Toulon (Saint-Roch)","128 000 €","2 286 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/6pieces/hektor-centreville-390475?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Maison 6 pièces 140 m²","83100 Toulon (Pont de Suve)","645 750 €","4 613 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/iad-france-2011259?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Maison 4 pièces 68 m²","83200 Toulon (Pont de Bois)","265 000 €","3 676 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/4pieces/hektor-fontpre-390184?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 4 pièces 67 m²","83100 Toulon (Brunet)","155 000 €","2 313 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/16pieces/iad-france-2010227?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Maison 16 pièces 328 m²","83200 Toulon (Valbertrand)","840 000 €","2 561 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/appartement/2pieces/hektor-sixfours-390290?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 2 pièces 30 m²","83000 Toulon (Saint-Roch)","118 000 €","3 933 €/m²",""
"https://www.bienici.com/annonce/vente/toulon/maison/4pieces/ag440414-513552815?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Maison 4 pièces 100 m²","83000 Toulon (Pont de Suve)","320 000 €","3 200 €/m²","0611445109"
"https://www.bienici.com/annonce/vente/toulon/appartement/3pieces/hektor-royal-immo-31219?q=%2Frecherche%2Fachat%2Ftoulon-83000%3Fpage%3D13","Appartement 3 pièces 61 m²","83100 Toulon (Beaulieu)","159 900 €","2 621 €/m²","0621837824"
